Customer_ID,Age,Gender,City_Tier,Income,Avg_Session_Time,Pages_Viewed,Cart_Items,Past_Purchases,Payment_Method,Device,Discount_Used,Days_Since_Last_Visit,Membership_Level,Will_Purchase
10139,32,Male,Tier-3,42026,7.79,8,1,27,UPI,Tablet,No,23,Silver,0
10140,46,Female,Tier-2,52584,15.28,17,1,37,COD,Mobile,Yes,22,Silver,0
10141,53,Female,Tier-1,63779,15.76,5,5,12,COD,Tablet,Yes,24,Silver,1
10142,30,Male,Tier-1,113881,3.05,13,6,49,Card,Mobile,Yes,17,Bronze,0
10143,49,Male,Tier-2,20319,16.94,5,7,10,Card,Mobile,Yes,2,Gold,1
10144,24,Male,Tier-2,67364,12.75,2,3,26,COD,Mobile,No,11,Silver,1
10145,39,Male,Tier-3,68290,14.58,2,2,21,COD,Mobile,No,4,Bronze,0
10146,45,Male,Tier-3,50538,22.55,18,4,25,Card,Desktop,Yes,26,Gold,1
10147,19,Male,Tier-3,103481,6.22,9,8,29,COD,Mobile,No,5,Gold,0
10148,59,Male,Tier-1,36277,11.3,10,0,45,UPI,Mobile,Yes,14,Silver,0
10149,23,Female,Tier-3,94123,13.16,9,0,20,UPI,Desktop,Yes,24,Bronze,0
10150,45,Other,Tier-1,116457,15.59,14,6,8,Wallet,Mobile,No,27,Bronze,1
10151,45,Female,Tier-2,119055,17.59,1,3,45,COD,Mobile,No,4,Bronze,1
10152,37,Male,Tier-2,118174,4.97,15,9,11,Wallet,Mobile,No,1,Silver,0
10153,47,Other,Tier-2,79708,19.23,1,1,14,Wallet,Mobile,No,13,Bronze,0
10154,28,Other,Tier-1,58784,7.08,11,2,17,Card,Mobile,Yes,19,Gold,0
10155,45,Male,Tier-2,79510,23.88,8,2,6,COD,Desktop,No,9,Bronze,0
10156,42,Male,Tier-1,99012,4.43,2,3,28,COD,Mobile,Yes,2,Bronze,0
10157,56,Female,Tier-1,77766,24.69,1,7,25,UPI,Mobile,Yes,5,Silver,1
10158,50,Other,Tier-2,23817,23.34,6,7,21,Wallet,Tablet,No,27,Silver,1
10159,18,Other,Tier-3,33253,22.45,10,0,40,COD,Desktop,Yes,18,Bronze,0
10160,44,Male,Tier-3,47071,2.7,3,9,26,COD,Mobile,Yes,14,Silver,0
10161,30,Male,Tier-2,94668,6.63,19,5,33,Wallet,Mobile,Yes,2,Silver,0
10162,58,Other,Tier-1,29372,15.06,10,7,44,UPI,Desktop,Yes,15,Bronze,1
10163,20,Other,Tier-1,59382,18.59,11,7,37,UPI,Desktop,Yes,10,Bronze,1
10164,56,Male,Tier-1,115294,18.9,8,5,44,UPI,Mobile,No,21,Bronze,1
10165,23,Male,Tier-3,35665,3.06,1,7,10,Wallet,Tablet,No,23,Bronze,0
10166,25,Male,Tier-1,115983,17.84,9,7,21,Wallet,Mobile,Yes,16,Bronze,1
10167,44,Female,Tier-3,28352,13.42,7,6,31,COD,Desktop,No,3,Bronze,1
10168,26,Female,Tier-2,30269,9.21,1,3,35,UPI,Mobile,No,9,Bronze,0
10169,54,Male,Tier-2,23491,17.86,1,4,11,Wallet,Mobile,No,5,Gold,1
10170,50,Female,Tier-3,97154,7.77,12,1,17,Card,Mobile,Yes,22,Gold,0
10171,59,Other,Tier-1,23078,16.84,1,4,8,UPI,Mobile,Yes,28,Bronze,1
10172,41,Other,Tier-2,46614,16.08,12,2,10,Wallet,Mobile,Yes,9,Gold,0
10173,32,Male,Tier-3,96314,15.6,16,0,36,COD,Tablet,No,10,Gold,0
10174,49,Other,Tier-2,90802,14.26,1,9,17,Card,Mobile,No,9,Gold,1
10175,49,Other,Tier-1,54207,8.27,6,5,28,UPI,Tablet,Yes,25,Bronze,0
10176,41,Other,Tier-1,114061,6.62,17,9,29,COD,Desktop,No,20,Bronze,0
10177,58,Other,Tier-3,26819,10.81,19,9,13,Card,Mobile,No,18,Bronze,1
10178,29,Other,Tier-1,42481,24.33,13,7,33,UPI,Mobile,No,3,Bronze,1
10179,56,Female,Tier-3,51011,20.11,11,9,17,COD,Mobile,No,17,Silver,1
10180,19,Female,Tier-1,73116,10.84,13,0,32,Wallet,Mobile,No,23,Silver,0
10181,20,Male,Tier-2,119288,17.72,2,9,8,Card,Mobile,No,3,Bronze,1
10182,54,Other,Tier-2,46664,8.46,15,9,43,UPI,Mobile,Yes,28,Silver,0
10183,34,Female,Tier-2,104796,6.94,5,0,49,COD,Desktop,Yes,6,Bronze,0
10184,19,Female,Tier-2,108332,15.42,7,0,15,Card,Mobile,No,13,Silver,0
10185,19,Female,Tier-3,62623,7.89,11,8,6,UPI,Desktop,Yes,5,Silver,0
10186,45,Other,Tier-2,18905,14.57,18,7,2,COD,Mobile,No,8,Gold,0
10187,40,Female,Tier-3,24078,3.85,4,6,38,Card,Desktop,No,4,Silver,0
10188,54,Male,Tier-1,63292,21.2,12,1,5,COD,Mobile,No,21,Gold,0
10189,49,Male,Tier-1,91685,10.78,9,2,2,Card,Mobile,Yes,18,Gold,0
10190,50,Other,Tier-1,58425,2.36,3,4,14,Card,Tablet,No,13,Bronze,0
10191,18,Male,Tier-1,33804,24.04,14,6,2,Wallet,Desktop,No,15,Bronze,0
10192,36,Female,Tier-2,22275,14.54,18,0,41,Card,Tablet,Yes,1,Bronze,0
10193,19,Other,Tier-2,81552,23.07,5,9,22,COD,Mobile,No,24,Bronze,1
10194,43,Male,Tier-3,16339,6.32,16,5,0,UPI,Mobile,Yes,1,Bronze,0
10195,49,Other,Tier-1,67653,8.91,12,6,24,Card,Mobile,No,4,Gold,0
10196,23,Female,Tier-1,25724,10.81,4,2,42,Card,Mobile,Yes,25,Bronze,0
10197,49,Male,Tier-3,23410,6.49,15,2,32,COD,Mobile,No,9,Gold,0
10198,21,Female,Tier-3,24713,12.44,6,1,3,UPI,Mobile,Yes,11,Gold,0
10199,28,Male,Tier-3,107433,8.47,8,1,44,UPI,Desktop,Yes,10,Silver,0
10200,34,Other,Tier-3,46087,4.88,19,3,32,UPI,Mobile,No,23,Gold,0
10201,55,Male,Tier-2,15828,3.87,3,8,32,COD,Mobile,Yes,5,Bronze,0
10202,41,Male,Tier-3,60252,7.93,15,8,0,UPI,Desktop,Yes,19,Bronze,0
10203,22,Male,Tier-2,45369,24.57,16,2,39,COD,Mobile,Yes,14,Gold,0
10204,51,Other,Tier-3,88553,7.89,19,5,23,COD,Mobile,No,4,Gold,0
10205,23,Male,Tier-1,62029,21.68,11,3,31,COD,Desktop,No,9,Gold,1
10206,39,Female,Tier-3,84113,12.56,1,9,44,Card,Mobile,No,13,Silver,1
10207,28,Other,Tier-2,34042,7.8,10,0,44,Wallet,Desktop,No,23,Silver,0
10208,33,Other,Tier-1,79089,20.93,8,5,26,COD,Mobile,Yes,12,Bronze,1
10209,50,Female,Tier-1,64820,19.36,8,1,4,Wallet,Mobile,Yes,24,Silver,0
10210,26,Other,Tier-3,39411,16.2,7,2,42,COD,Mobile,Yes,19,Bronze,0
10211,23,Male,Tier-2,85341,8.59,16,0,47,Wallet,Desktop,No,17,Bronze,0
10212,33,Other,Tier-3,92913,19.53,19,3,28,COD,Mobile,Yes,12,Bronze,1
10213,46,Female,Tier-1,93545,2.45,16,2,40,COD,Tablet,No,22,Bronze,0
10214,20,Other,Tier-2,92725,8.44,14,5,27,Card,Mobile,No,4,Bronze,0
10215,37,Female,Tier-1,70968,21.82,7,4,10,COD,Tablet,No,4,Gold,1
10216,53,Other,Tier-2,106070,7.38,4,6,39,Card,Mobile,No,16,Bronze,0
10217,36,Female,Tier-2,110327,16.48,17,4,29,COD,Desktop,No,28,Bronze,1
10218,43,Other,Tier-2,50825,13.02,18,6,23,UPI,Mobile,Yes,10,Silver,1
10219,20,Male,Tier-1,106865,11.87,18,0,25,Wallet,Mobile,No,3,Bronze,0
10220,36,Female,Tier-1,61805,17.78,14,2,1,Wallet,Mobile,Yes,25,Bronze,0
10221,37,Female,Tier-1,54201,2.88,3,3,33,COD,Mobile,Yes,26,Gold,0
10222,49,Other,Tier-3,16142,13.45,18,8,15,Card,Desktop,No,14,Bronze,1
10223,24,Other,Tier-1,59662,12.12,5,3,1,UPI,Mobile,No,29,Silver,0
10224,58,Other,Tier-1,62627,19.27,2,0,11,Card,Mobile,No,22,Silver,0
10225,50,Male,Tier-2,86829,11.81,3,3,6,COD,Desktop,No,3,Bronze,1
10226,57,Other,Tier-3,59500,22.81,7,9,13,Card,Mobile,No,28,Bronze,1
10227,56,Female,Tier-1,15311,24.83,12,8,31,UPI,Mobile,Yes,27,Bronze,1
10228,35,Other,Tier-1,27952,22.14,9,0,6,COD,Mobile,Yes,0,Gold,0
10229,57,Male,Tier-2,92249,20.31,17,6,35,UPI,Desktop,Yes,18,Silver,1
10230,18,Other,Tier-3,23186,18.49,1,7,34,Wallet,Mobile,Yes,7,Bronze,1
10231,28,Other,Tier-2,106776,14.9,3,7,17,Card,Mobile,Yes,15,Silver,1
10232,45,Female,Tier-1,35681,20.1,6,4,31,Card,Mobile,Yes,28,Bronze,1
10233,42,Other,Tier-2,55309,15.87,10,8,12,Card,Desktop,No,29,Bronze,1
10234,40,Male,Tier-3,61753,24.12,8,3,9,Wallet,Mobile,Yes,29,Silver,1
10235,48,Other,Tier-2,92188,22.46,1,6,46,COD,Mobile,Yes,11,Gold,1
10236,47,Other,Tier-1,23976,15.26,1,1,11,UPI,Mobile,No,19,Bronze,0
10237,59,Female,Tier-1,60696,11.77,10,3,2,Card,Desktop,Yes,6,Bronze,0
10238,52,Other,Tier-3,15461,6.53,19,6,21,Card,Mobile,Yes,29,Bronze,0
10239,24,Female,Tier-2,97949,7.63,1,6,19,UPI,Mobile,No,2,Bronze,0
10240,33,Female,Tier-2,54754,7.03,2,1,8,COD,Desktop,Yes,5,Bronze,0
10241,43,Other,Tier-1,53950,22.51,17,7,9,Wallet,Mobile,No,23,Gold,1
10242,19,Female,Tier-2,46674,23.09,19,7,43,COD,Desktop,Yes,20,Bronze,1
10243,18,Female,Tier-1,97579,9.36,19,2,49,Wallet,Desktop,No,14,Gold,0
10244,29,Other,Tier-1,100716,18.14,6,5,49,COD,Tablet,No,27,Silver,1
10245,22,Other,Tier-3,47703,4.87,8,0,1,UPI,Mobile,Yes,5,Bronze,0
10246,54,Male,Tier-1,88333,14.91,17,4,24,UPI,Mobile,Yes,4,Gold,1
10247,49,Male,Tier-1,52928,8.89,8,9,43,Wallet,Mobile,No,6,Gold,0
10248,26,Female,Tier-3,16625,23.86,2,0,47,Card,Mobile,No,16,Silver,0
10249,58,Female,Tier-1,93146,5.13,10,0,6,COD,Mobile,No,5,Silver,0
10250,52,Other,Tier-2,30141,5.11,19,7,2,Wallet,Desktop,No,6,Gold,0
10251,36,Male,Tier-2,34688,19.74,9,4,4,COD,Mobile,Yes,22,Silver,1
10252,33,Male,Tier-3,83645,9.17,13,3,16,COD,Mobile,Yes,12,Silver,0
10253,20,Other,Tier-3,118707,7.87,2,7,23,COD,Mobile,No,6,Bronze,0
10254,37,Other,Tier-2,42799,6.82,2,2,6,COD,Desktop,Yes,22,Gold,0
10255,41,Other,Tier-1,111061,7.82,1,5,45,Wallet,Mobile,No,23,Silver,0
10256,50,Other,Tier-2,37195,24.75,2,6,14,UPI,Mobile,No,0,Bronze,1
10257,41,Male,Tier-3,91143,12.44,8,1,30,UPI,Tablet,Yes,9,Silver,0
10258,28,Other,Tier-1,22238,7.76,5,6,12,UPI,Desktop,No,15,Bronze,0
10259,25,Other,Tier-3,80750,3.45,4,0,36,COD,Mobile,Yes,17,Silver,0
10260,53,Male,Tier-1,57846,4.79,11,6,3,COD,Mobile,Yes,26,Bronze,0
10261,55,Other,Tier-1,69129,17.11,15,0,10,UPI,Desktop,No,0,Silver,0
10262,57,Male,Tier-1,54163,7.99,3,8,34,Card,Mobile,Yes,13,Bronze,0
10263,37,Male,Tier-1,67273,14.79,3,9,13,Wallet,Mobile,Yes,19,Gold,1
10264,52,Other,Tier-3,53638,14.71,11,4,17,UPI,Desktop,Yes,4,Gold,1
10265,42,Other,Tier-3,76397,10.33,4,7,7,UPI,Mobile,Yes,4,Silver,1
10266,52,Female,Tier-2,67954,18.41,10,6,32,UPI,Mobile,No,29,Bronze,1
10267,42,Female,Tier-2,23101,2.77,10,4,8,COD,Desktop,No,5,Silver,0
10268,46,Male,Tier-2,79324,11.59,7,2,26,Card,Desktop,Yes,8,Bronze,0
10269,35,Male,Tier-3,55849,11.99,13,2,47,Wallet,Desktop,No,3,Gold,0
10270,35,Female,Tier-3,41567,4.86,4,1,47,UPI,Mobile,Yes,19,Gold,0
10271,19,Male,Tier-1,101370,2.35,16,5,35,UPI,Mobile,No,8,Bronze,0
10272,52,Female,Tier-2,21127,14.29,11,8,20,Card,Mobile,Yes,18,Bronze,1
10273,33,Other,Tier-2,87720,8.78,18,9,47,UPI,Tablet,Yes,24,Gold,0
10274,58,Other,Tier-3,42595,23.44,16,7,35,UPI,Mobile,Yes,21,Gold,1
10275,53,Other,Tier-2,98318,18.23,15,0,18,COD,Mobile,No,21,Bronze,0
10276,50,Male,Tier-3,30590,4.03,1,7,17,Wallet,Desktop,No,11,Bronze,0
10277,21,Other,Tier-3,106733,17.08,14,1,13,Wallet,Tablet,No,1,Bronze,0
10278,50,Male,Tier-2,49677,22.13,7,5,25,UPI,Mobile,No,24,Gold,1
10279,31,Other,Tier-3,98764,24.01,14,9,2,Wallet,Mobile,Yes,20,Silver,0
10280,38,Male,Tier-1,33427,9.19,4,7,34,Wallet,Mobile,No,5,Silver,0
10281,37,Male,Tier-1,29213,12.07,8,4,37,COD,Mobile,No,6,Bronze,1
10282,25,Female,Tier-3,69109,16.84,14,0,31,Wallet,Mobile,No,26,Bronze,0
10283,24,Female,Tier-1,117081,22.92,19,1,3,COD,Desktop,Yes,12,Silver,0
10284,20,Female,Tier-1,19740,17.55,15,0,46,UPI,Mobile,No,0,Silver,0
10285,34,Male,Tier-2,85529,10.84,19,7,3,Card,Desktop,Yes,21,Silver,0
10286,50,Female,Tier-2,101717,4.07,17,0,12,Wallet,Mobile,No,20,Silver,0
10287,29,Female,Tier-3,92922,5.32,1,0,23,UPI,Tablet,Yes,27,Bronze,0
10288,39,Female,Tier-3,91880,14.6,1,5,8,UPI,Mobile,No,6,Silver,1
10289,39,Male,Tier-2,16726,7.48,16,5,22,Card,Desktop,Yes,0,Silver,0
10290,47,Male,Tier-2,82546,12.34,19,5,8,Card,Desktop,No,10,Silver,1
10291,55,Female,Tier-2,66422,11.37,16,2,48,Wallet,Mobile,Yes,26,Silver,0
10292,55,Female,Tier-2,30090,15.12,15,7,49,Wallet,Desktop,Yes,15,Gold,1
